timestamp,hand,x,y,z,roll,pitch,yaw
2025-11-24T20:02:17.078384,left,-0.03410612412025671,-0.6703178286552429,-0.6510065793991089,22.790973796058562,47.102611930342746,169.29818392500786
2025-11-24T20:02:17.194658,left,-0.03274298340058124,-0.6598985493183136,-0.6609150469303131,21.14501150747162,46.48579744487704,168.37488572191978
2025-11-24T20:02:17.310046,left,-0.03956543615295516,-0.6595290899276733,-0.6660781800746918,13.080640261113611,48.40585986746361,164.6785992930261
2025-11-24T20:02:17.425789,left,-0.02384810101084156,-0.6537102162837982,-0.657740443944931,25.173328596542742,32.564262656636664,173.9051213111066
2025-11-24T20:02:17.542628,left,-0.034774031025648355,-0.639183759689331,-0.649109810590744,17.972695117382692,43.2557229086635,169.8141724745996
2025-11-24T20:02:17.658880,left,-0.03455729575962607,-0.6293221116065979,-0.6449812054634094,18.07291167820924,43.28391600235477,169.8463838562113
2025-11-24T20:02:17.780391,left,-0.03601392857866159,-0.6256431639194489,-0.6422162353992462,16.56542045545106,44.97803874675118,170.2382261879435
2025-11-24T20:02:17.890115,left,-0.036983353110464634,-0.6267013847827911,-0.6410395503044128,18.220509367436193,45.195671189625095,171.91813375894046
2025-11-24T20:02:17.952040,left,-0.03595452195229143,-0.6238964200019836,-0.6409720480442047,18.526621971383964,44.65937435628567,172.77157659532958
2025-11-24T20:02:18.073533,left,-0.03128427702709757,-0.623683363199234,-0.6395253539085388,22.5104489857998,40.9576720081569,174.88395453542725
2025-11-24T20:02:18.251661,left,-0.034523936458029425,-0.6234748065471649,-0.6387606263160706,20.478680260315944,43.714254277895435,174.18553510613813
2025-11-24T20:02:18.307846,left,-0.030580426976570152,-0.6247454881668091,-0.6390893459320068,23.149635070784825,40.70819186235073,176.0099222657365
2025-11-24T20:02:18.479845,left,-0.03187969181876582,-0.6247438788414001,-0.63980433344841,22.043490023033854,41.591886838077826,174.9566056032617
2025-11-24T20:02:18.596774,left,-0.03583452302849821,-0.6242272257804871,-0.639037549495697,19.28514201787934,45.26798358272397,173.5081109339815
2025-11-24T20:02:18.713107,left,-0.03394424011956687,-0.6251794993877411,-0.6380662024021149,20.184288196131135,43.79229927516569,173.81443046623738
2025-11-24T20:02:18.826076,left,-0.03161241610087018,-0.6247652173042297,-0.6376793682575226,21.786176755673424,40.80710771581951,175.24135157473597
2025-11-24T20:02:18.945606,left,-0.03424482690488162,-0.625916063785553,-0.6383422315120697,21.167774580882043,43.59545294039884,174.38307259407142
2025-11-24T20:02:19.060821,left,-0.03300961053362528,-0.6246186196804047,-0.6373404562473297,22.183489133461574,42.552211782888435,174.782400112777
2025-11-24T20:02:19.174439,left,-0.03213517552018885,-0.6235597133636475,-0.636547178030014,22.081315597249095,42.11462169362638,174.82787006533812
2025-11-24T20:02:19.297594,left,-0.03119516742633266,-0.6223821938037872,-0.6369642615318298,21.570124662663307,41.4606152195862,174.81445873771398
2025-11-24T20:02:19.407517,left,-0.03221423623786279,-0.6241335868835449,-0.6350460350513458,21.939195427692553,42.49180321437922,174.47105083058494
